label,comment
1,[偷笑][偷笑][鼓掌][鼓掌][哈哈][哈哈]
0,立秋了还这么热[泪] 想去贴秋膘~
0,民主也是一种游戏规则，参加游戏的一方任意改变规则游戏能进行下去吗？不受监督的权利是不行的，不讲规则的民主行吗？ 为不要而不要，为反对而反对，为闹而闹，纯粹傻逼！[衰][哈哈][哈哈][哈哈][哈哈] 笑粗翔了！[哈哈]
0,已经开始跪求攻城师帮偶写爬虫工具了，技术改变生活呀[泪][泪][泪]
0,您倒是没把我灭火器三脚架备胎全偷走，如果敢把绝版虎浪拿走了我特么把你家店砸了[怒]气死我了[抓狂]
0,唉，不说了，本人也是中枪啊，话说这个三台的早新闻前几天刚被骂倾向反政府集会呢，今天就又被对立方骂，中立说事实的媒体记者成了里外不是人了。[衰][衰][衰][泪][泪][泪]
0,最近好懒，不想探店，不想写东西，只想睡觉，[泪][泪][泪][泪][泪][泪][泪]
1,早客有礼奥[爱你] 早客有礼的星期五来了！[嘻嘻]
1,到达星之宝展厅，一会出发去现场。想要宝马的来认领吧。[哈哈]
0,[晕]怎么显示的是魅族手机？这手机啥样子？
1,[哈哈]@ 我别有深意，知道额是臭美治愈系滴[花心][威武]
1,这个纪录片不错[鼓掌]。虽然不如舌尖上的中国那么吸引人，但是很有创意。让一个从没有到过某个城的大厨，去品味那里的早餐、小吃、家常土菜，酒店名菜，最后还要做道自己的创意菜，很精彩。
0,过去的一直在怀念，现在的一直在浪费。不知道我与过去的我比，变了哪些？求高人指点[泪][泪][馋嘴]
1,[音乐][围脖] 晚上好！ [给力] [围观][给力][威武] [哈哈]
0,"恭喜您获得一份礼包,请登陆→ 查看."
1,哇！我能点周瑜帅哥服务吗？走一个走一个[抱抱]
0,其实，我真觉得自己挺牛逼的，没有你想的那么差[失望]
0,[晕][晕][馋嘴][馋嘴]
1,玩起来。 各路大侠看过来，跟我们一起玩！请朋友们帮我转！谢谢[哈哈] 老大，给我们推荐“玩家”呗！ /
1,没错 扬州御码头的蟹黄包当时美食一绝！ [哈哈] 富春包子[馋嘴] 扬州是好吃懒做的懒散之地，和南京比不了。不过吃货们来扬州，就是绝对正确的选择。 看琼花[哈哈] 金陵乃虎踞龙盘之地，怎么能这么比喻？
0,今天为什么会这么饿呢？好饿，好饿啊！[抓狂]
1,我也喜欢这两位[鼓掌]
0,[晕][抓狂]换个地儿看。一百元和行长喝啤酒去！[做鬼脸][太开心]
1,作为前期用户表示支持！[嘻嘻]
0,这个是真的很准。[失望]
1,[嘻嘻]医院是修行的好场所。能自由吃喝拉撒睡的人就是最被羡慕的，一切行动都非常慢，时间停了下来。细心照顾病人的人都在修菩提乘。
1,终于抽完奖了，艾玛，越来越发现给大家送礼比我自己拿还要开心[哈哈]最近忙，中午又没带饭，公司楼下大时代的老西安，凉皮、酸汤水饺、凉拌腐竹、木耳大包子，味道麻麻的，想念西安凉皮[可怜]饭后泡杯茶解腻，同事从大堡礁带的茶，味道像奶油蛋糕的香甜，喝起来好奇怪的赶脚。。。
1,今晚有新杂志有河鲜，谢谢 ，亲，我不欺负你了。[嘻嘻]
1,[哈哈][哈哈][哈哈]笑死！
0,哇咔咔来，对讲机的天线。怎么好像猫…[泪]
1,中奖几率会更高吗？谁让我是粉丝呢，戳起来[害羞][哈哈] 途秀粉丝中奖几率更高这事……我说过很多遍了吧！你们懂的~[嘻嘻] 戳这里→
1,鼓浪屿，自由一份静美，遗世而独立。[爱你]
1,央广对农广播中心招聘报名截止倒计时：第五天。如果您知农业、爱农村、愿意服务农民，请通过网络尽快报名。国家台的对农广播频率，将掀起关注三农、关心三农、支持三农的浪潮，希望您是浪花一朵。[鼓掌]
0,紧急转发！求凶手！[怒]
1,第一个过来报到，谢谢啦。。[心][鼓掌]
1,不敢招惹的牛牛[哈哈] [来]
0,积水潭医院怎么走？出租司机说不认识，我说我认识，可…具体在哪儿咋就晕了呢？[衰]
1,[蛋糕][爱你]你快乐所以我快乐??[嘻嘻]
0,最近肉太多，甩甩[抓狂][抓狂]
1,雷声直接打击这份＂罪恶＂[哈哈]
1,没劲死啦，真没意思……哎！！！[抓狂][落叶][手套][钟][可爱]
0,还没来得享受孕期，享受月子，享受作威作福的日子，崽子一下子就大了[泪]。孕期你给我拍，肉包儿以后每年你都必须给我们拍哈。肉包儿没我幸运，我有一个会拍照的爸爸，但他没有，幸运的是他有苏冰舅舅帮我们记录这些最重要的时刻[爱你]
1,说离开就离开，是最美的洒脱![嘻嘻]
1,是咱俩同时买的吗？你给我葫芦刚发芽！没事儿，回头我送你盆儿茉莉！[哈哈]
1,[给力] 多谢[嘻嘻]
1,这个地方真心的叫远啊！都出上好绕城高速了！ 贝贝，我刚和天嫂电话了，如果我同事有兴趣，我找你哈~ 要去看的联系我，班车免费接送[嘻嘻] 额 在青浦啊。。。
1,这个大伙都地学[哈哈]
1,[鼓掌]好消息接二连三，今年是得奖年吗？
0,吴小贝？[泪] 宝贝，等你来哦！明天就带你去医院检查！[心]
1,吃美了最重要。[嘻嘻]
0,真的应该拆除，通道都被堵住了，通行的人得在准备上车的排队人群中穿行，检票口也很没秩序[失望] 莫名奇妙的在候车厅中间添乱了那么多商家！
1,等着“你”的出现[爱你]
0,今天家庭日，吃了顿香艳的老北京烤鸭之后，陪小外甥去买玩具，什么雷霆某某，闪电某某，绝影某某，都是四字组合，我却全部绝缘！?，这文科算是白念了……[思考][抓狂]
0,哥杯具了！大清早拖着两件行李到机场，托运时被告知达美航空改政策了，只能免费托运一件。订票时查过达美网站，还是两件嘛。[抓狂][抓狂] 还好留了时间余量，把一个空箱子寄存了，等朋友来取。这都什么事啊。早起的虫子被鸟吃？擦！[怒] 我在:
0,打电话给汪师傅叫他记得取快递，他竟然在这个点搓麻将！[晕]
1,美好的一天！[嘻嘻][威武]
1,与师兄弟们把酒言欢…我在新疆吃早饭的时间在这已经开始吃午饭啦…适应中…扎巴依们无酒不欢！ [嘻嘻]
0,七点多又要起床去大会堂，睡三个小时太痛苦了，还不如不睡呢。[抓狂]
1,看到 跟人约架！觉得比 能耐大了去了！最起码吴老师能直面他人！方舟子只能缩在壳里！就会在网上叫嚣！真想狠狠的鄙视你！[哈哈][哈哈]
0,真的好热啊[晕][晕][晕]
0,托您的福，经过大雨洗刷北京空气确实好很多了[可爱]，就是天天要背着伞好麻烦啊[抓狂]~
0,北京雨势如何？在回北京的高速上！[泪]
0,又要下暴雨了，都提早下班了。。但是！我没带家门钥匙！！[汗][衰]
0,毁容了，明天开始休息先不上台了！！[泪][泪][泪]
1,可以安全回家了[嘻嘻]
1,阿姨画的画，也摆设在新房内，我很喜欢这两幅画[爱你][爱你][爱你]
0,一早起来发现右臂痛得来跟整一条废了一样，果然平时运动少的人就连猛玩两小时叉博克斯都会有隔天断手断脚的感觉啊[泪]
0,[吃惊] [吃惊][悲伤]
0,拍照如山倒，修图如抽丝[泪]，拖延症是病，得治[泪]
0,善变的天气，更善变的天气预报[泪][泪]
0,也不知道从哪天开始，周围好多人管我叫姐啊……唉……真是岁月匆匆催人老，我再也不是当年的那个二十来岁的实习生了。[泪] 都是你们这些年轻人闹得……[悲伤]
1,今晚！ 守候 [爱你] [来]
0,今天谁祝我节日快乐，我和谁急！[怒] 我在:
0,[衰] 哭泣，却仍勇往直前 强烈推荐关注
1,真不错！ 哇哦！好位置照的好照片[鼓掌][鼓掌][偷笑]
1,晚安。图：香港 弈居酒店 很抱歉今日晚安说晚了[可爱]
0,[晕] 我们这一片喜欢吃羊的不是就喜欢那味道吗？苏州的藏书羊[嘻嘻]可不能把膻味当羊味 湖羊没羊味，个头又是我家羊的两倍，你可以试一下我家的，保证以后都不吃其他的了[哈哈]我们这里是湖羊
1,“没有人知道我一直爱着你。我怀揣着对你的爱，就像是怀揣着赃物的窃贼一样，从来不敢把自己暴露在光天化日之下。” 好冷的一瞥啊[嘻嘻]
1,鱼丸粗面[嘻嘻] 我在
0,再多各自的牛逼时光也比不上一起傻逼的光辉岁月[鼓掌]前天蕾姐没赶上牛逼的点映，明天蕾姐又赶不上牛逼的首映，一颗牛逼的心彻底苦逼了[泪]只能靠牛逼的观众给这帮苦逼的电影人最牛逼的支持！[握手]
1,[哈哈] 这么帅气的杯子，想不想人手一个！
0,蓝牙耳机又丢了，好哀伤啊[泪]
1,[嘻嘻]目标大点，至少在北京！ 有目标了
0,这些个创意创业，直接给我看晕了[晕]有创业梦想的设计师童鞋们回家吃饭啦！ 创意设计产业创业孵化器“创意新工场”正在筹建中。关注线下创意产业的资本大佬，倡导设计强国的创意设计界前辈智者，力挺设计兴邦的区域经济领导者，让我们携手打造一个创意设计专属的创业孵化器。
1,接上?，??下的都留一口，不分先后[鼓掌][鼓掌][鼓掌]
0,排队进前十[加油啊] 这就是所谓的才子风流吗！只可惜才子已然江郎才尽[晕]
0,爱能创造奇迹 伟大的母爱[泪]
0,金融街[抓狂][害羞]
1,欧也！坐等签名啦！[爱你][爱你][爱你]
0,[哈哈][抓狂][哈哈] [哈哈] [哈哈] [哈哈][转发]
1,微微细雨，更显意境[嘻嘻][嘻嘻]
0,太可怜了，怎么有这样的败类，欺负老人家！我想用真钱买他的东西。[泪]
1,明天首发！期待期待！在台上笑抽的一群艺人。。最后 居然笑场。 和 笑到止不住。还有三个袜套少年 你们偷偷摸摸神神秘秘的原来是在休息室干这个！？[围观][嘻嘻] 可唯 你也没想到吧。
0,这么猛烈的鞭炮，想睡觉都难[哼]而且还能听到楼下面人们的谈话。[晕]其实这不是最可怕的，可怕的是早晨起来的鞭炮，一放准醒！连续几年，我都是被吓醒的?
0,这么个排兵布阵，今年曼城又没戏了。。。真替这帮队员可惜啊。。。 今天曼齐尼确实有问题！曼城这种攻强守弱的球队，面队阿贾克斯这样的对手必须要控球打对攻！甚至应该在客场以我为主！今天失败就失败在后防线！萨巴来塔和卡巴不先发没有道理！[怒]
1,太学术了！华子多穿点[哈哈]
0,没开空调，想着开门开窗通通风，结果整理书的一会儿功夫就跟洗桑拿一样啊[抓狂]
1,"万达铂尔曼的健将挫杀姊妹酒店锐气。热烈显摆中[哈哈],呀呼！第一在向我们招手！兄弟姐妹们，加油！"
0,心水有木有，有木有啊[抓狂][抓狂][抓狂][抓狂]高到个不行，高不行啊[酷][酷][晕]
0,[怒] 真是惨无人道；
1,这作业太棒了，完全不像第一次做啊，赞~~[鼓掌]
0,愿现世安稳，一切静好！ 再见了，我那么那么爱你，一点也不遗憾。[泪]
0,有史以来，坐地铁就没抢着过座位！！！[怒]唉。。。
1,中国大多数古村落，未来年将全部消失??? 还没去过的童鞋要抓紧时间去咯！[鼓掌]
1,这辈子骗不了人，难怪我总被抓包！ [鼓掌]
0,[怒]严惩，严惩!可怜小生命[泪][泪][泪]!
1,支持[鼓掌] 你我值得拥有。
1,[鼓掌][哈哈] [威武]哈哈，一不小心出名了，亲们赶紧去 ，品尝[哈哈]
1,[鼓掌][赞] 希望我的狗狗长大也能这么勇敢
1,我们居然在同一时间段内同吃它。诡异。 [嘻嘻]
1,下次做这个~[嘻嘻]酱爆牛肉粒
1,在家整理孩子的衣物，让自己努力面对，正视这个残酷的现实！不知不觉发现很多小衣服上都是憨憨的小熊，哎~心痛~~宝宝，也许是妈妈没有这个福气拥有你！你放心走吧，带着这份爱走，去找寻新的幸福，不要担心妈妈！如果我们有缘会再见的[心][爱你]
1,快来雅乐轩帐篷与雅乐轩女孩互动，免费玩游戏，还有礼品赠送！[鼓掌]
0,哈，中国的革命的成功郗是从农村开始的 原来选这个这么朴素（鸟不拉屎）的酒店就是为了走革命的老路啊！[抓狂]
1,欢迎领导光临指导[鼓掌][鼓掌]
1,怪不得我不聪明呢？敢情是小时候没被这样大呀！ 建议尝试[哈哈]
1,[哈哈][哈哈][哈哈]
1,喂，记得发一篇博文，可以参加锦溪博客大赛的，你肯定赚了。[嘻嘻] : 叫他们来买做宣传册吧[鼓掌] :
0,很无语 [衰] : 苹果啊，你怎么就能让勤劳勇敢的国人如此不淡定呢？ :伤不起啊！！
0,这就是政府，反正睁着眼说瞎话 中国媒体最大的悲哀就是他知道是假的，他也得讲出来，最最悲哀的是他知道是假的，我们也知道哦是假的，他还得讲出来，最最最悲哀的是他知道是假的，他也知道我们知道是假的，他还得讲出来！！[衰][衰][衰][蜡烛][蜡烛][蜡烛]
0,疯了疯了，听了不下三十遍了[晕]就当运动减肥吧，嘻嘻
1,平安夜，我选择在 吃晚饭、在 喝咖啡[呵呵][鼓掌] 你们呢？
1,找白求恩走走关系行不？ 先退党。 你去多买点，当村长，我来找你租地！ 如无附加条件，我明天买地去[哈哈]
0,"中午不睡,下午崩溃,崩溃中…[泪]"
0,嗓子痛，扁桃体炎，居然建议我做手术把扁桃体割了，[吃惊]说是永不再发炎，屁话嘛，马来的医生要不要这么狠啊[晕]
1,好孩纸加油[可爱]你觉得呢？
1,下午咯，各位亲感觉困了么？转发这一微薄，博君一笑，舒缓疲劳~~[抱抱]
1,坐等，免费赠送失传绝学《葵花宝典》[哈哈]还在犹豫切还是不切？[嘻嘻] 原来是为了满足你[汗]
0,为了学琴剪秃了指甲[泪]
0,你嘛！坏了！坏了！该死的蚊子我跟你没完！！！！！！！！！！！！！！！[衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰][衰] 这叫我日子怎么过[泪][泪][泪][泪][泪][泪][泪]小老婆，你怎么这么丑……
0,"""阿宝，请你用气球维尼和瑞比编个故事。＂＂瑞比在玩气球，维尼也想玩，可瑞比不允许。＂＂哇，太好啦，再用星星月亮太阳编一个吧。＂＂嗯嗯，星星在玩气球，月亮太阳也想玩，可星星不允许。＂＂[汗]阿宝，要新故事也，换狮子老虎大象吧！＂嗯嗯，狮子在玩水，老虎大象也想玩??＂[泪][黑线]"
0,愿天堂里一直有漫画、乖狗和五彩颜色陪伴你。[心] 再也看不到熊顿的漫画了呀[泪] 我不信！！！你那么坚强地和病魔抗争，带给我们无数的正能量，怎么就突然走了呢？你的妈妈怎么办？
1,介系向 表白的节奏么[哈哈][偷笑]
1,中国代表团出场，俺们欢呼，酒吧里就听我们的啦[哈哈][哈哈]
0,“下午不要喝茶咖啡，睡前泡泡脚丫，看会儿书。”[可爱]嗯哼，下午喝了点茶[失望]，晚上坚持住了，没喝，睡前一勺花粉，准备就绪，但愿今夜无梦，立此存证，明天检验。[睡觉][睡觉][月亮][月亮]
0,?余?人?枚上下?跳得如此好抨[思考]巨大?梨排山倒海[抓狂][抓狂]
0,"说某人媳妇搓麻将成瘾，死在麻将桌上。殡葬时男人写了篇悼词：媳妇，昨天你两眼还像二饼，今天就成了二条,不知东南西北风哪个幺鸡把你害了！你的追悼会开得很隆重，清一色尽是你的麻友，大家排成一条龙与你告别，每人给你献上一杠上花。你一生都想发财结果仍是白板，今到火葬场, 你终于糊了！[衰]?"
0,[偷笑] 娃他爸真懂娃他妈[泪][爱心传递]
1,喜欢的要转！ [嘻嘻]
1,好有心，梦想君感动了，也感谢您做的台标！！！[爱你]
0,现在车上是鸡蛋，老天啊，这种空气要让我肿么办呢[抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂][抓狂]
1,鸭脖子土耳其茶，美景，轻轻的风，蝉叫超大声「很爽」「很爽」[哈哈]真的哦！都上一片云快快吹走
1,[嘻嘻] 乌鲁鲁好礼不断！惊喜不断！快快来预定吧～
1,还是真事？[偷笑][偷笑][偷笑] 事后记者打电话到机场，澳洲航空对此事件拒绝评价[哈哈][哈哈]戳中笑点啊！
0,潼潼你要不要这么可爱啊！哎呀！爸妈还带这小超人弟弟来给你加油！你们这对可爱的姐弟简直萌的小编心都碎了！[伤心][害羞]
0,[泪] [哈哈] 最后一个说出了心声！
1,犯困的小鸭子，要不要这么萌……[太开心]
1,哈哈 [哈哈][哈哈] 是肌胸肌就不是胸了么? 那是胸……还是胸肌？
0,唉，又一轮轰炸即将开始[衰]
1,一会儿有暴雨滴[嘻嘻]
1,[晕]哪的姑娘都好，只要是中国的！[偷笑] 换个胶南姑娘就挺好 非常期待景区早日开放[耶] 期待！加快建设，尽快把你们漂亮的度假区搞出来！[鼓掌] 加油！
1,十分开心三亚维景国际度假酒店的房卡获得第三名哦！感谢各位亲们对酒店的厚爱和支持哦！也感谢 提供这个平台让更多的朋友看到酒店的精致房卡[鼓掌]我们十分期待各位亲到酒店来感受我们美丽的热带园林哦！[爱你]
1,她喜得贵子。‘感激心情无法用语言表达，，，有时间去北京看您。’这是当送子观音最幸福的时刻。我爱你们。[爱你][哈哈][鼓掌][大红灯笼]
0,众人拾柴火焰高，让爱升华，让生命延续并精彩。 谢谢冯兄，是我老家同学的同事。[泪] 请找 关注[话筒]
1,你应该向我和 学习，加份肥肠[哈哈]
1,[嘻嘻][太阳]今天花湖天气好巴适哦。
0,死变态下地狱吧！！！[怒]
1,恭喜恭喜！！ [嘻嘻]
1,焦糖布丁不错哇？[哈哈] [嘻嘻][嘻嘻][嘻嘻]
0,我好像要生病了[晕][汗][抓狂]
0,你两真是铁哥们[嘻嘻] 哥们还是你最懂我[害羞] [泪]
1,表解释了，赤裸裸啊赤裸裸[偷笑] 不能对号入座哦
1,南方的孩纸第一次看到这么大的雪。。。。[哈哈]
1,相声名家刘兰亭老师和杨常在老师在?乐社表演的《批生意》！！太精彩了……都快笑哭了……[哈哈][哈哈][哈哈][鼓掌][鼓掌][鼓掌]
1,不能争强好胜，继续做自己，[嘻嘻]缘来，圆去。继续相信。
1,欣赏美景的同时，也要保重身体哟！在国外好好玩~[可爱]
1,又到一年风筝季…听着小曲，放着风筝，发着微博[哈哈][哈哈][哈哈]
1,晒晒也不差[哈哈] 转发微博
0,上月中紧急精养的三万斤大闸蟹为应对中秋的，现在已寥寥无几，没有合格的大闸蟹，成隆行不敢、也不能卖呀[泪]，中秋前，还有新的精养蟹会上市。。。对不起大家了[汗][汗][汗]
1,感谢您的光临，龙熙温泉会帮您度过一个舒适、清爽、健康的夏季。有空常来哟！[哈哈]
1,宝塔花菜，还有十天可以收获了[亲亲]
0,哎呦我的神啊，橙子我喂了很多啊！！ 啊？橙不能吃？！[抓狂]我给吃橙子的 学习起来 天哪，一直给心的宝吃橙的[吃惊][汗] 啊，橙也不能吃啊，糟糕我喂了[汗]
1,嘿嘿~ 这个贴很不错[抱抱]
1,可乐太帅了 为了腹肌，骑[哈哈] 我也要骑这么小的 哎呀呀~好可爱[爱你]
1,当编导不容易啊，主持人不干啦，只能再搜罗人，老白这个记者仰仗他长得像白岩松就当了主持，还不错吧？ ！哈哈[哈哈][哈哈][哈哈] 我在:
0,看来以后要少吃再少吃~~ 真哒[晕]
1,咱也他娘的国际化一回[哈哈]
0,大董为什么能逆市而上，那是因为做自己！这年头做餐饮最怕拍马屁，找不到北，到头来非死即亡 不是以政府宴请为目的的餐馆都是可以发展的！ [泪][闭嘴] 关门潮来了吗[围观]
0,这么富，我们还纳税干嘛[怒]科普下！！
1,[泪]南京滴滴雀雀是包容的城市。[酷] 前几天去理发，东北口音的理发师给人打电话，[电话] 虽然一口东北话，[哈哈] 但是一口一个我们南京哦[握手]
0,霍~~~~黑丝喔，旁边的猪头是谁啊[衰]
0,如果道歉有用，要监狱干嘛？[悲伤]
1,[抱抱] 他??、你?到了一?人、是因?那?人在想你、、
0,[泪][泪][泪][泪]
1,谢谢你们给我最单纯的感动。 [呵呵]
1,早安[嘻嘻][嘻嘻][嘻嘻]
0,游走的。。。。。。操！ [衰]我就是传说中的。。。。。。菊花！！！！！我擦
1,请分我一半就行~~ 大爱[馋嘴][哈哈]。 三文鱼控请转！！！ [馋嘴]
1,这是我去年在武夷山九曲溪边拍的彼岸花！[爱你]
0,一个短发，一个长发，那个更适合我呢？[抓狂]
0,刚从天马节回来，深知摄影人的心血啊～～[衰]找回的可能不大吧，禁忌教训[照相机][照相机][照相机]扩散[围观][围观][围观]
1,[鼓掌][心][心][心]
0,和爸妈一起看完电影，赶上每周六的烟花，堵的伤心[泪][泪][泪][泪]
0,呃第一眼就看差了[衰]
0,[偷笑] 我们的另一位作者 来说两句？[嘻嘻] 擦，这篇文章是我七八年前写的，连我的错别字都没改。 [思考]
1,是不是我笑点太低了[哈哈]
0,[汗]洗手间也自拍，注意我叶氏门风[抓狂]
0,我的表一直勤勉的走在时间前面[挖鼻屎]让我一度怀疑自己是不是走路时胳膊甩得幅度太大了[委屈]。近日来它更健步如飞--五天居然快了四分钟，我再也忍不了了[抓狂][抓狂][抓狂]明儿我就把你给送去看病！让你得瑟！[哼]
1,#法雅节 街头的大美女，小美女和迷你美女们！美得咧[爱你]
1,永远赶不上吴总阿！[哈哈]
1,吃完烧烤可以多喝点普洱茶，降脂排毒！各位还有什么关于吃烧烤的好贴士，拿出来共享一下吧！[爱你][爱你]
0,错过就错过吧、就当从未遇到[伤心] 错过就错过吧，当成从未遇见过，也就真的释然了……
1,[嘘][嘻嘻] 是这劲头！腹黑巨蟹座[酷]
1,走过仓桥直街，跨过八字桥……[嘻嘻]
0,餐馆大多是眼不见为净：（ 这不是良心菜 “你的小肥羊” : 你们最爱的小肥羊 : :[弱][不要][怒骂]
1,[嘻嘻] 我让你耍[哈哈]
1,曼谷的早晨是慵懒的～伴着一声“沙哇滴卡”享用美味早餐～ 老师你在哪儿拍呢？[哈哈]求地址
0,身边有这种人想死的心都有了！[怒]
0,向 提问:我家萨摩两岁了，喜欢在各处尿尿，冰箱上、沙发上、门上、墙上、自己碗里，甚至人身上，求支招。打和引导都没用……[抓狂]
0,尼玛又黑我……[晕]还不是因为音响让你听坏了！！
1,悠妹暑假又要马不停蹄啊，你抓紧时间耍啊[哈哈] 感谢老师们的付出[给力]
1,世界唯一一款全人手制作的香槟，包括种植、酿造到标志性的黄金、白金和粉金色瓶子及酒标包装全过程。因此，酒标图案看起来一样，但每瓶的酒标都不是一模一样的。[鼓掌][话筒]
0,不是谣言的话，那应该叫黑字会。 在一片骂声中依然故我！没得救了！[吐] 必须撕下中国红十字会的画皮！[怒骂]
0,鱼儿喜欢喜洋洋与灰太狼，那天问她：喜洋洋怕谁？鱼儿答：灰太狼。又问：灰太狼怕谁？鱼儿答：灰太狼怕老婆。[衰]
0,最尴尬的就是脱了一精光后，胖阿姨大夫拿着彩超棒幽幽地说：我看过你演出。我刚要说谢谢，人家接着又说：赵亮演得老好了。[衰]
1,十岁的互联网征服了百岁的传统老店！新生的未来巨头们能否在未来的五年中完成新一轮的企业经营权的大洗牌呢？凡正我是信的[哈哈]
0,有同学说这是非主流[泪][伤心]，你怎么看？
1,[鼓掌]大晴天儿[太阳]
0,"大长见识了。此事如正象葛兄所说，荒唐之至，竟然允许为了维持个别人的""尊严＂，而牺牲整个法律的尊严！ 原来如此！[怒]"
1,#早安 歌诗达# 活着一定要有爱，有快乐，有梦想。还有，一定要旅游！[哈哈]
1,欢迎 推荐下你家火锅[嘻嘻]
0,完蛋了，原来我们小时候都是浑身违禁品的[泪]
0,你们好多机会出国[抓狂] 去年去日本，导游介绍，日本毕业生是考虑去做公务员，还是去应聘企业，取决于当年经济是否景气。景气就去企业，不景气就去考公务员。公务员年薪变化不大，吃不好却也饿不死；去企业或许高薪，也或许没两年就失业了。
0,蒙牛都闹出这事儿了还敢涨价呐！[怒]
0,[悲伤] 献给全天下所有苦逼的摄影师们[泪] ~想学拍照技巧 就关注
0,我居然刚看到~ 你太令人羡慕嫉妒了~我羡慕的要哭了~[泪]
0,不吃饭啦！[晕][晕]
0,有急事错过了实在太可惜了！！！！[泪]
0,[衰] 唉搞文字的晓波太犀利，必须转 太形象了
1,[哈哈]朱朱是你去挑战的！
0,[怒]这是为何？??? 这是为何？
1,大图看着更清楚。看你这架势，又想往外跑了？[哈哈]
0,我好怕??...回??不美好[泪] 玩过么？
0,在餐厅等了一个千刀杀的朋友一小时了！我要把整个餐厅最贵的菜点个遍来泄恨！[怒骂]
0,肿么都要疯呢 财色全留下！[泪]
1,其他粉粉呢，继续接下去吧[嘻嘻]……一字儿：好[哈哈][哈哈][哈哈]，乐观沉稳
1,动物园结婚才是正经事儿嘛！让我期待期待?好运降临！[爱你][哈哈]
1,[哈哈] 我找出来了 补充一点，近三年来，在学生组织工作表现突出，现任某一要职绝对憨厚淳朴好男人！
1,幸好，这世界总有些地方是可以穿裙子的[鼓掌]
0,吖鬼死了[泪][泪][泪]这个世界兄弟情。比什么都重要。
1,这仨人好熟，好熟[哈哈][哈哈] 红包拿来[可爱][爱你]
0,我以为这样的代表太多了 名符其实的三手代表！――举手、拍手、握手！！！――长寿吧！！！[怒] 支持举手举到最后一届 转发微博
1,有总大功即将告成滴赶脚~[太开心]
0,谢谢 带我吃这么好吃的烧烤！还打破减肥计划陪我吃，罪过罪过！[晕]下次来北京我带你吃好吃的哦！[爱你][爱你][爱你]
1,纪委该出手了吧？？ 等于承认了[鼓掌] 这年头，视频就是力量！美美完胜，意料之中。
0,忍了大蒜味儿的精油香皂很久[生病]终于忍不了大蒜味儿的桃花冰水[抓狂]开始反思。。。当初在姗姗家楼下削面馆我为啥要一人儿挑战一碟腊八蒜结果整了两瓣剩下全打包到家直接塞冰箱里了捏[疑问]
0,放心大胆的迟到了，因为已经没有任何侥幸的空间了。。。[抓狂]
0,[感冒][感冒][感冒]昨晚病痛又加重了 又折腾了一夜[悲伤]疼得我一夜未睡。最近视力很迷糊！总是犯困、经常眼前发黑。痛起来心情很糟糕[悲伤]不过现在科技真好。白天一检测、身体各项体能又出问题。真希望这些仪器有效果。让我快些健康 不再那么痛苦。 我在这里:
1,[鼓掌][鼓掌][鼓掌]
1,哈哈，真的是这样哎。。[哈哈] 高兴的时候买衣服奖励自己，不高兴的时候买衣服勉励自己…
0,文字和影像的科普都看过，但到第五维就无法理解了[衰]
0,[晕] 震晕了也不能当俘虏！否则后果自负！ 《小崔说事：向我开炮》讲述了电影《英雄儿女》中王成的原形之一蒋庆泉在朝鲜战场上的英勇事迹和回国以后的坎坷人生路。
0,厦门，暗恋桃花源！[心]抱着喜剧的心态去看，却结尾哭的唏哩哗啦[泪][泪][泪] 演出好精彩！经典台词好多！小草会疼的。。。加油?
1,各种惊喜！[嘻嘻][嘻嘻][嘻嘻][偷笑]
0,[围观] [哈哈] [衰]点开资料才发现，原来你还是个总理。。。好大的官啊[可怜]
1,[哈哈] [哈哈][哈哈][哈哈] [哈哈]
1,无辣不欢的人默默飘过 不怕菜辣 就怕不够辣 [哈哈]
1,无论富与贫，用心都可感受身边的小小幸福！痛并快乐着，太实用了！[哈哈]
0,魔鬼身材，销魂动作[抓狂]
1,最后的期限，活动八月底结束，赶快啦！[嘻嘻][嘻嘻]
1,欢迎光临四方街店[太开心][太开心][太开心]
1,人类太坏了。。。哈哈[哈哈] 好东西，转了
0,[衰][怒] 救人救到一半跑了，把被救助者扔到死上去了！
1,胡同里的四合院，没有北京夏天的炎热，就像没有大都市北京的喧闹。来啊，到北京，逛胡同，就要住胡同印！哈哈哈，我在葡萄架下泡好茶，等着你。
0,[泪][心] 好想给配音 好有爱，心都快化了！[心]
0,卷毛造型完成，儿子说：插上翅膀，你头发里面能飞出俩家雀儿[抓狂][嘻嘻]他喜欢直发老妈[挖鼻屎][思考]
0,是他们自己真想去考公务员的，还是父母逼的?听过最多的是：我妈（爸）让我去考公务员[晕] 转发微博
0,分享图片，不要啊~~~虽然我很喜欢周迅，可是八阿哥，你一定要等晴川啊~~[泪]
0,[泪][泪][泪][泪]
0,一大早赶来送别小黑[泪] 我在:
0,晚了 学中医或珠宝设计 [衰]
0,我妈才是网购达人，天天维品会抢着买东西！韩式多功能电锅一套！[衰]！
1,超级幸福有爱的一对儿，真心祝福你们永远幸福 [爱你][爱你][爱你]
1,内地麦当劳要出小黄人啦![鼓掌]
